Version,Game,Day of Week,Date,P1,P2,P1 Outcome,P2 Outcome,P1 Win,OT,SO,P1 Previous Game,P1 Home,P1 Team,P2 Team,Scored 1st,P1 Shots,P2 Shots,P1 Hits,P2 Hits,P1 ToA,P2 ToA,P1 Passing,P2 Passing,P1 PM,P2 PM,P1 Powerplays,P2 Powerplays,P1 Faceoffs,P2 Faceoffs,P1 Breakaways,P2 Breakaways,P1 Penalty Shots,P2 Penalty Shots,P1 Offensive Faceoffs,P2 Offensive Faceoffs
13,190,0,2008-04-13,5,2,W,L,Yes,No,No,No,A,Montreal,Tampa Bay,P1,64,46,12,9,4.63,5.27,0.56,0.45,13,19,7,4,7,4,6,4,3,0,8,5
13,191,4,2008-08-13,4,9,L,W,No,No,No,Yes,H,Montreal,Tampa Bay,P1,72,50,8,8,4.63,5.75,0.5,0.49,8,4,2,4,2,4,3,0,0,0,1,4
13,192,0,2008-11-13,1,3,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,50,57,19,11,3.63,5.43,0.49,0.56,6,4,2,3,2,3,1,0,2,0,3,2
13,193,0,8-18-13,3,4,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,55,49,8,3,3.98,6.37,0.57,0.57,2,8,4,1,4,1,4,4,0,0,6,0
13,194,2,8-27-13,1,5,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,63,57,7,15,4.52,5.63,0.5,0.54,6,12,6,3,6,3,3,3,0,0,7,1
13,195,4,8-29-13,0,3,L,W,No,No,No,No,A,Boston,Tampa Bay,P2,44,51,17,12,3.4,5.93,0.53,0.55,16,8,3,9,3,9,4,1,0,0,6,3
13,196,0,2009-08-13,2,3,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,52,45,9,9,4.2,5.63,0.55,0.45,0,6,3,0,3,0,3,0,0,0,5,2
13,197,0,9-22-13,2,3,L,W,No,No,No,No,A,Montreal,Tampa Bay,P1,47,52,10,4,3.68,6.08,0.57,0.42,6,8,4,3,4,3,1,1,0,1,2,6
13,198,0,10-20-13,2,5,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,59,30,13,13,4.3,5.48,0.58,0.5,8,6,3,4,3,4,4,4,2,1,4,2
13,199,0,3-15-15,3,2,W,L,Yes,No,No,No,A,Montreal,Tampa Bay,P1,51,40,8,15,4.07,5.73,0.54,0.47,2,6,3,1,3,1,2,4,0,0,4,0
13,200,0,3-22-15,1,6,L,W,No,No,No,Yes,H,Montreal,Tampa Bay,P2,42,42,8,16,2.6,5.73,0.56,0.51,0,6,3,0,3,0,1,2,0,0,5,3
13,201,0,3-29-15,1,5,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,68,48,15,16,3.18,6.32,0.54,0.49,8,10,5,4,5,4,0,2,0,0,3,2
13,202,0,4-26-15,5,1,W,L,Yes,No,No,No,A,Montreal,Tampa Bay,P1,55,36,11,12,4.58,5.42,0.43,0.48,6,14,7,3,7,3,2,1,0,0,5,5
17,203,3,12-28-16,4,7,L,W,No,No,No,Yes,H,Montreal,Tampa Bay,P1,65,37,47,17,4.35,5.58,0.55,0.527,13,13,1,2,35,18,1,2,0,1,0,0
17,204,0,2001-01-17,2,7,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,47,39,37,41,4.08,5.95,0.59,0.591,10,12,6,5,37,15,0,0,0,0,0,0
17,205,1,2001-02-17,1,10,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,58,34,31,35,4.57,5.17,0.565,0.602,29,36,3,6,38,13,0,0,0,0,0,0
17,206,3,2001-04-17,5,4,W,SL,Yes,No,Yes,No,A,Montreal,Tampa Bay,P1,74,39,32,39,5.3,5.95,0.61,0.528,19,31,8,2,34,14,0,0,1,0,0,0
17,207,5,2001-06-17,4,3,W,OL,Yes,Yes,No,Yes,H,Montreal,Tampa Bay,P1,79,29,37,26,4.85,5.63,0.576,0.464,15,15,3,5,32,12,0,0,0,0,5,9
17,208,0,2001-08-17,3,4,OL,W,No,Yes,No,Yes,H,Montreal,Tampa Bay,P1,70,49,27,27,4.05,6.7,0.601,0.529,26,9,2,5,29,17,0,0,0,0,4,6
17,209,3,2001-11-17,8,4,W,L,Yes,No,No,No,A,Montreal,Tampa Bay,P1,69,39,18,35,3.43,6.1,0.583,0.579,11,15,5,3,22,20,0,0,0,0,3,8
17,210,0,1-15-17,4,5,OL,W,No,Yes,No,Yes,H,Montreal,Tampa Bay,P2,65,54,34,34,4.63,5.7,0.558,0.591,31,19,2,8,37,11,0,0,0,0,16,3
17,211,3,1-18-17,4,6,L,W,No,No,No,No,A,Montreal,Tampa Bay,P1,74,34,36,31,4.05,4.18,0.564,0.569,10,12,6,5,33,14,0,0,0,0,12,3
17,212,4,1-19-17,4,0,W,L,Yes,No,No,No,A,Montreal,Tampa Bay,P1,64,32,32,25,3.85,5.58,0.561,0.557,13,15,6,3,32,12,0,0,0,0,11,0
17,213,1,1-23-17,2,4,L,W,No,No,No,Yes,H,Montreal,Tampa Bay,P1,56,42,38,33,4.28,4.85,0.642,0.544,8,8,4,4,27,17,0,0,0,0,7,7
17,214,1,1-30-17,5,6,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,57,34,49,33,4.57,4.93,0.548,0.574,11,13,4,3,30,14,0,0,0,1,8,3
17,215,1,2002-06-17,1,3,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,70,34,36,22,4.5,5.47,0.539,0.506,4,23,5,2,29,10,0,0,0,0,8,2
17,216,1,2-13-17,3,5,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,55,45,43,14,4.27,5.47,0.492,0.535,8,6,3,4,35,6,0,0,2,0,9,1
17,217,1,2-20-17,2,7,L,W,No,No,No,No,A,Montreal,Tampa Bay,P2,56,48,30,33,4.22,5.23,0.545,0.534,31,12,6,11,41,11,0,0,0,0,11,4
